"";"GRID_NAME_maille";"nb.data";"nb.dates";"nb.obs";"sr";"Axis1";"Axis2";"lat.wgs84";"lon.wgs84"
"206";"E027N673";76387;3315;765;294;-6,53475215188996;0,441160764046351;47,6043023104851;-2,70476900332087
"207";"E027N674";15977;2093;330;228;-1,90517688412093;0,14419601699862;47,6445668930806;-2,69712433672175
"208";"E027N675";4412;568;100;151;0,897208083624219;0,0556707415863532;47,7575268631618;-2,68677455054871
"209";"E027N676";9331;1020;108;170;0,263762035190395;0,368037303857226;47,8463632810303;-2,69424446266311
"210";"E027N677";20993;762;92;174;0,116576555904475;0,460464296820136;47,9443071321481;-2,71578717905598
"211";"E027N678";2681;169;57;119;1,63634373897037;0,0851518172206682;48,0214104922709;-2,6861818494394
"212";"E027N679";893;103;49;94;1,97586264959408;0,202007588802703;48,101549128992;-2,73406003009382
"213";"E027N680";2358;274;105;136;1,26373156557866;-0,139544389599178;48,2050991765248;-2,73865270447521
"214";"E027N681";4651;399;76;137;1,20588533155907;0,115516145654698;48,2771720562424;-2,73561850763429
"215";"E027N682";1864;253;46;123;1,60778220370724;0,145941197789741;48,3804003870038;-2,74734590127334
"216";"E027N683";27923;2389;411;277;-3,15059270822739;0,00366940000009008;48,5011916052599;-2,72043045971377
"217";"E027N684";17705;1678;369;260;-2,09250301773604;-0,529937673114429;48,5637113611569;-2,76464005468698
"218";"E027N685";3009;422;96;160;0,970222198572129;-0,145940521816169;48,6322210546814;-2,82217911941752
"219";"E028N671";1715;271;92;170;1,03472019019753;-0,356354865860903;47,4460538845341;-2,47986507465939
"220";"E028N672";34884;1658;507;311;-3,49453344392688;-1,03120409464544;47,5124252437857;-2,5019169693921
"221";"E028N673";11350;1571;259;209;-1,01688474468195;0,0160320931225251;47,566087468849;-2,50157647901231
"222";"E028N674";4055;594;126;150;0,809460098642096;-0,0209013961617374;47,6725085568805;-2,55593241292177
"223";"E028N675";6829;945;122;165;0,380943711120407;0,233514176148538;47,769807890385;-2,55014574944971
"224";"E028N676";1259;272;62;118;1,60094325100602;0,124241001925001;47,8499171066802;-2,56295549913346
"225";"E028N677";3940;533;120;135;1,00367402064059;0,0586024180157695;47,9540121145274;-2,56793462080489
"226";"E028N678";2261;184;57;115;1,67324857370719;0,116685458113181;48,0324250739623;-2,59191237067468
"227";"E028N679";780;68;35;93;2,05916326782632;0,23033976710119;48,1443280276343;-2,59439744895107
"228";"E028N680";1411;233;69;114;1,63283078414267;0,0993121035590274;48,2024594645837;-2,59862797345133
"229";"E028N681";458;128;36;91;2,0427229279766;0,282318435366698;48,2929433064517;-2,62310799344154
"230";"E028N682";2978;357;50;141;1,33709390999435;0,110071499993921;48,4070626690666;-2,63283035575894
"231";"E028N683";27885;2317;394;276;-3,03467918826978;0,0149190630545499;48,5022040794677;-2,66965512090017
"232";"E028N684";21897;1506;235;265;-1,68202374823545;-0,110277730588194;48,5459101001778;-2,61991671797155
"233";"E029N671";NA;NA;NA;NA;NA;NA;47,4545146014865;-2,36085581385401
"234";"E029N672";8330;2103;228;217;-1,24336273658914;0,433722427466416;47,4976588306598;-2,38148590718949
"235";"E029N673";1878;446;105;126;1,25057894649151;0,0615043438992394;47,5876062970507;-2,39417931723254
"236";"E029N674";3115;563;159;157;0,682892732401028;-0,24151112338149;47,6824629985145;-2,37795998053768
"237";"E029N675";8273;1364;129;150;0,167947536878131;0,689815301035504;47,7877985133549;-2,4431278011518
"238";"E029N676";2552;433;105;145;1,07509204575842;-0,0718018912275693;47,8552548943512;-2,42229208030886
"239";"E029N677";4972;508;149;205;0,284180279913011;-0,555486744881198;47,9544877581246;-2,40461219624595
"240";"E029N678";781;76;28;109;1,93940986700871;0,146273181799807;48,0357006385733;-2,43266053098912
"241";"E029N679";680;38;29;88;2,14585892980045;0,262441051332839;48,1289166624951;-2,44777860974647
"242";"E029N680";550;98;43;89;2,05308326559451;0,248712727887091;48,2137669035313;-2,44012692008414
"243";"E029N681";614;91;36;103;1,95873523636562;0,168531903214316;48,3069376822495;-2,48007721994618
"244";"E029N682";1549;248;90;112;1,56388440593723;0,0512044101895209;48,3910792323675;-2,4504774462389
"245";"E029N683";2870;454;168;148;0,808960468639014;-0,303378866918971;48,472484719464;-2,492442693173
"246";"E029N684";2691;515;152;171;0,629791016240299;-0,366252791451148;48,5876349751092;-2,51132000500565
"247";"E029N685";1482;276;150;143;1,07215643739957;-0,376526729577077;48,6407105703706;-2,47183246641607
"248";"E030N672";3239;1084;139;158;0,395234186079438;0,25048905707044;47,520884456671;-2,28815596089028
"249";"E030N673";4385;583;95;153;0,887985228867875;0,0712031489801854;47,5854417760755;-2,24569242554294
"250";"E030N674";1710;334;104;123;1,35889136347482;-0,00756043826787062;47,6888268361069;-2,26225706019635
"251";"E030N675";1823;176;69;138;1,45072096086925;-0,112163829151329;47,7791789616998;-2,27889426624886
"252";"E030N676";930;103;58;108;1,82254691832038;0,06741009749393;47,8522127209734;-2,29625170100104
"253";"E030N677";4781;519;175;180;0,40936335740577;-0,465474685035702;47,9712551782192;-2,28416600565788
"254";"E030N678";1499;226;111;120;1,43824493731043;-0,104114326956248;48,0346896436625;-2,29385506862003
"255";"E030N679";527;56;36;116;1,87181265844573;0,0434296420479879;48,1323035164472;-2,29727046377795
"256";"E030N680";812;117;54;120;1,72658186730722;0,00343512112411498;48,2208612913746;-2,34150626451551
"257";"E030N681";382;95;62;85;2,02911565386269;0,200914077049583;48,3120195170913;-2,34449725038886
